Nr okr.;TERYT;Powiat;L. obw.;Liczba wyborców;Otrzymane karty;Niewykorzystane karty;Wydane karty;Liczba wyborców głosujących przez pełnomocnika;Liczba wyborców głosujących na podstawie zaświadczenia;Pakiety wyborcze;Koperty zwrotne;Koperty  bez oświadczenia;Niepodpisane oświadczenie;Koperty zwrotne bez koperty na kartę do głosowania;Niezaklejona koperta na kartę do głosowania;Koperty na kartę do głosowania wrzucone do urny;Karty wyjęte z urny;Karty wyjęte z kopert na karty do głosowania;Karty nieważne;Karty ważne;Głosy nieważne;w tym: z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list;w tym: z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata;w tym: z powodu postawienia znaku „x” wyłącznie obok nazwiska kandydata z listy, której rejestracja została unieważniona;Głosy ważne;1 - Komitet Wyborczy Prawo i Sprawiedliwość;2 - Komitet Wyborczy Platforma Obywatelska RP;3 - Komitet Wyborczy Partia Razem;4 - Komitet Wyborczy KORWiN;5 - Komitet Wyborczy Polskie Stronnictwo Ludowe;6 - Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni;7 - Komitet Wyborczy Wyborców „Kukiz'15”;8 - Komitet Wyborczy Nowoczesna Ryszarda Petru;9 - Komitet Wyborczy Wyborców JOW Bezpartyjni;10 - Komitet Wyborczy Wyborców Zbigniewa Stonogi;11 - Komitet Wyborczy Wyborców  Ruch Społeczny Rzeczypospolitej Polskiej;12 - Komitet Wyborczy Wyborców Zjednoczeni dla Śląska;13 - Komitet Wyborczy Samoobrona;14 - Komitet Wyborczy Wyborców Grzegorza Brauna „Szczęść Boże!”;15 - Komitet Wyborczy Kongres Nowej Prawicy;16 - Komitet Wyborczy Wyborców Mniejszość Niemiecka;16 - Komitet Wyborczy Wyborców Obywatele do Parlamentu;;;;;
23;1808;leżajski;53;55.511;42.904;14.818;28.086;39;120;3;3;-;-;-;-;3;28.085;3;-;28.085;648;441;206;-;27.437;19.169;2.682;437;1.104;615;839;1.852;566;;98;;;;41;34;;;;;;;
22;1809;lubaczowski;59;46.375;35.593;15.513;20.080;17;191;1;1;-;-;1;-;-;20.074;-;27;20.047;699;435;209;26;19.348;9.952;2.011;469;1.031;2.397;797;1.767;735;102;87;;;;;;;;;;;;
23;1810;łańcucki;57;63.486;48.658;13.612;35.046;31;195;7;4;-;-;-;-;4;35.040;4;3;35.037;801;553;239;-;34.236;22.166;2.963;737;1.395;1.229;1.237;2.986;1.182;;171;;;;107;63;;;;;;;
23;1811;mielecki;117;108.148;83.206;27.556;55.650;50;212;29;28;1;-;-;1;26;55.672;26;-;55.672;1.305;975;315;-;54.367;28.817;7.512;1.229;2.343;3.569;2.249;5.576;2.430;;470;;;;109;63;;;;;;;
23;1812;niżański;65;54.392;41.995;17.276;24.719;26;115;5;5;-;-;-;-;5;24.722;5;-;24.722;715;469;220;-;24.007;14.602;1.988;482;1.284;1.388;818;2.571;560;;116;;;;161;37;;;;;;;
22;1813;przemyski;96;59.744;45.999;19.773;26.226;20;148;10;8;-;-;-;-;8;26.230;8;1;26.229;1.065;718;260;64;25.164;13.391;3.966;501;984;1.755;1.023;2.518;723;176;127;;;;;;;;;;;;
22;1814;przeworski;72;63.768;48.681;17.604;31.076;62;152;5;5;-;-;-;-;5;31.071;5;-;31.071;1.112;757;281;46;29.959;16.244;2.680;606;1.229;4.559;914;2.386;1.076;121;144;;;;;;;;;;;;
23;1815;ropczycko-sędziszowski;69;57.948;44.597;13.164;31.433;26;110;-;-;-;-;-;-;-;31.429;-;-;31.429;928;639;248;-;30.501;20.398;1.974;388;1.002;2.313;650;2.823;626;;195;;;;93;39;;;;;;;
23;1816;rzeszowski;130;131.196;99.913;26.872;73.041;55;313;7;7;-;-;-;-;7;73.029;7;-;73.029;1.822;1.296;504;-;71.207;43.925;6.410;1.514;3.517;2.828;2.727;6.693;2.821;;427;;;;212;133;;;;;;;
22;1817;sanocki;73;76.971;59.603;24.950;34.652;34;212;10;8;1;-;-;-;7;34.650;7;1;34.649;1.020;697;260;57;33.629;16.728;5.355;1.016;1.308;2.072;2.310;2.925;1.625;130;160;;;;;;;;;;;;
23;1818;stalowowolski;83;86.079;66.379;24.765;41.614;27;230;19;19;1;-;-;-;18;41.623;18;-;41.623;1.122;806;277;-;40.501;21.441;5.268;888;2.200;3.452;1.641;4.013;1.303;;165;;;;90;40;;;;;;;
23;1819;strzyżowski;64;49.780;38.191;13.690;24.501;20;129;7;7;2;-;-;-;5;24.504;5;-;24.504;592;395;193;-;23.912;14.510;1.938;651;1.483;1.343;808;2.307;654;;134;;;;53;31;;;;;;;
23;1820;tarnobrzeski;48;43.635;33.823;13.562;20.261;34;62;7;7;1;-;-;-;6;20.264;6;-;20.264;684;466;204;-;19.580;10.069;4.057;413;810;941;742;1.928;467;;80;;;;35;38;;;;;;;
22;1821;leski;30;22.942;17.663;7.103;10.560;6;489;10;9;-;-;-;-;9;10.566;9;1;10.565;416;278;116;15;10.149;5.348;1.434;292;377;465;520;912;697;57;47;;;;;;;;;;;;
22;1861;Krosno;28;37.923;29.438;9.258;20.180;20;146;12;12;2;-;-;-;10;20.186;10;3;20.183;245;140;89;13;19.938;8.889;4.067;492;881;699;1.491;1.837;1.358;112;112;;;;;;;;;;;;
22;1862;Przemyśl;39;50.914;39.612;14.739;24.872;27;211;44;42;1;-;-;-;41;24.909;41;2;24.907;487;295;137;43;24.420;10.269;6.233;647;1.175;410;1.811;2.375;1.281;127;92;;;;;;;;;;;;
23;1863;Rzeszów;93;142.586;110.139;23.856;86.283;30;1.078;44;41;2;2;-;-;37;86.291;37;1;86.290;1.145;645;455;-;85.145;35.011;17.027;2.751;5.366;1.554;6.972;7.927;7.547;;555;;;;283;152;;;;;;;
23;1864;Tarnobrzeg;34;38.763;29.978;10.812;19.166;18;114;5;5;-;-;-;-;5;19.166;5;2;19.164;340;229;106;-;18.824;7.280;5.281;559;887;588;1.447;1.811;850;;66;;;;23;32;;;;;;;
24;2001;augustowski;45;47.279;36.333;16.446;19.887;14;246;5;5;-;-;-;-;5;19.892;5;-;19.892;609;362;163;75;19.283;8.754;3.504;461;626;2.059;881;1.975;826;;91;;;87;;19;;;;;;;
24;2002;białostocki;123;116.194;89.344;32.180;57.164;35;292;50;47;4;-;-;-;43;57.196;43;1;57.195;1.460;854;410;156;55.735;26.373;8.934;1.419;2.667;3.480;3.216;5.833;3.367;;315;;;59;;72;;;;;;;
24;2003;bielski;50;47.429;36.494;15.303;21.191;37;142;14;14;1;-;1;-;13;21.200;13;-;21.200;536;312;172;43;20.664;9.431;3.183;418;818;1.770;2.922;1.382;599;;99;;;22;;20;;;;;;;
24;2004;grajewski;43;38.653;29.950;14.637;15.313;4;80;2;2;-;-;-;-;2;15.313;2;2;15.311;561;368;146;35;14.750;7.020;2.023;296;438;2.024;453;1.997;386;;77;;;21;;15;;;;;;;
24;2005;hajnowski;47;38.564;29.881;14.290;15.591;7;116;4;4;-;-;-;-;4;15.590;4;2;15.588;532;342;135;50;15.056;2.674;3.330;515;822;2.752;3.018;1.232;608;;59;;;17;;29;;;;;;;
24;2006;kolneński;42;31.412;24.178;11.663;12.515;7;64;3;3;-;-;-;-;3;12.517;3;-;12.517;471;314;120;36;12.046;6.691;1.088;238;379;1.704;379;1.201;279;;52;;;18;;17;;;;;;;
24;2007;łomżyński;53;41.486;31.677;13.975;17.702;22;70;1;1;-;-;-;-;1;17.700;1;-;17.700;615;409;156;37;17.085;10.846;1.454;313;612;1.392;398;1.432;482;;87;;;44;;25;;;;;;;
24;2008;moniecki;32;34.391;26.213;12.855;13.358;15;67;2;2;1;-;-;-;1;13.355;1;-;13.355;436;294;104;34;12.919;6.540;1.400;249;507;2.139;412;1.198;387;;55;;;20;;12;;;;;;;
24;2009;sejneński;23;16.972;13.249;6.892;6.357;16;69;-;-;-;-;-;-;-;6.357;-;-;6.357;186;104;61;15;6.171;2.192;1.128;155;294;1.150;382;548;275;;22;;;17;;8;;;;;;;
24;2010;siemiatycki;48;38.550;29.835;13.878;15.957;16;153;5;5;-;-;-;-;5;15.962;5;1;15.961;481;329;127;25;15.480;6.991;2.394;290;592;1.640;1.753;961;728;;76;;;44;;11;;;;;;;
24;2011;sokólski;66;57.276;44.231;20.334;23.896;31;126;11;11;1;-;-;-;10;23.904;10;-;23.904;752;483;176;69;23.152;11.420;2.688;477;1.234;3.566;1.097;1.645;847;;98;;;41;;39;;;;;;;
24;2012;suwalski;33;29.076;22.280;10.331;11.949;8;100;3;3;-;-;-;-;3;11.950;3;-;11.950;420;273;107;33;11.530;5.069;1.510;283;514;1.818;555;1.320;336;;49;;;55;;21;;;;;;;
24;2013;wysokomazowiecki;60;47.208;36.456;12.919;23.538;23;124;3;2;-;-;-;-;2;23.533;2;-;23.533;571;357;164;40;22.962;15.753;1.893;349;654;1.695;614;1.274;549;;83;;;68;;30;;;;;;;
24;2014;zambrowski;45;35.967;28.195;12.080;16.115;16;71;4;4;-;-;-;-;4;16.116;4;1;16.115;419;273;115;28;15.696;9.098;1.779;290;555;1.264;533;1.296;778;;65;;;14;;24;;;;;;;
24;2061;Białystok;182;224.885;173.871;46.466;127.403;72;934;68;65;6;-;-;-;59;127.378;59;71;127.307;1.953;1.024;557;332;125.354;47.352;27.033;4.074;7.331;4.755;11.974;11.666;10.400;;581;;;59;;129;;;;;;;
24;2062;Łomża;32;48.473;37.706;14.512;23.194;19;146;10;9;-;-;-;-;9;23.198;9;-;23.198;423;214;166;43;22.775;11.530;4.110;637;942;616;1.499;1.949;1.266;;107;;;16;;103;;;;;;;
24;2063;Suwałki;37;53.895;42.372;17.117;25.255;27;171;9;7;-;-;-;-;7;25.258;7;-;25.258;548;347;130;64;24.710;9.841;5.443;794;1.312;1.292;1.929;2.600;1.248;;172;;;24;;55;;;;;;;
26;2201;bytowski;70;60.915;46.595;20.368;26.223;13;148;21;20;-;-;-;-;20;26.244;20;-;26.244;1.050;692;292;-;25.194;8.883;8.005;899;1.043;1.174;1.598;1.944;1.448;;200;;;;;;;;;;;;
26;2202;chojnicki;68;73.856;56.688;21.527;35.160;20;220;25;25;-;-;-;-;25;35.184;25;-;35.184;1.059;750;295;-;34.125;12.714;10.839;1.191;1.289;1.260;1.959;2.711;1.883;;279;;;;;;;;;;;;
26;2203;człuchowski;56;45.941;35.777;17.592;18.185;4;162;7;7;-;-;-;1;7;18.190;6;-;18.190;828;612;200;-;17.362;4.412;5.228;823;676;1.605;1.858;1.559;1.050;;151;;;;;;;;;;;;
25;2204;gdański;58;80.221;61.039;19.726;41.313;13;337;34;32;-;-;-;-;32;41.336;32;4;41.332;1.057;730;290;-;40.275;10.894;14.055;1.760;2.016;1.638;2.189;3.566;3.856;;301;;;;;;;;;;;;
26;2205;kartuski;75;93.161;70.563;20.431;50.132;22;424;18;18;-;-;-;-;18;50.137;18;-;50.137;1.661;1.203;438;-;48.476;19.393;14.276;1.442;1.800;3.103;1.396;3.299;3.499;;268;;;;;;;;;;;;
26;2206;kościerski;48;54.249;41.059;14.392;26.667;7;182;11;11;1;-;-;-;10;26.675;10;-;26.675;937;638;298;-;25.738;10.141;8.136;791;799;1.068;1.223;2.165;1.271;;144;;;;;;;;;;;;
25;2207;kwidzyński;65;64.062;49.313;22.509;26.800;15;137;7;6;-;-;-;-;6;26.806;6;-;26.806;1.055;740;293;-;25.751;8.105;7.986;964;1.222;878;2.715;2.102;1.584;;195;;;;;;;;;;;;
26;2208;lęborski;47;50.456;38.516;15.279;23.236;10;187;8;8;1;-;-;-;7;23.234;7;-;23.234;718;482;202;-;22.516;6.725;7.553;988;1.199;721;1.841;1.706;1.583;;200;;;;;;;;;;;;
25;2209;malborski;40;50.231;38.608;17.167;21.440;17;107;13;11;-;-;-;-;11;21.444;11;-;21.444;674;524;131;-;20.770;5.948;6.491;802;1.073;1.079;1.963;1.706;1.446;;262;;;;;;;;;;;;
25;2210;nowodworski;30;28.606;21.838;10.224;11.613;6;221;2;2;-;-;-;-;2;11.616;2;-;11.616;359;277;77;-;11.257;2.925;3.412;401;487;1.119;822;843;636;;612;;;;;;;;;;;;
26;2211;pucki;55;63.137;48.140;15.862;32.277;15;388;16;15;2;-;-;-;13;32.284;13;-;32.284;1.055;746;247;-;31.229;9.386;11.073;1.251;1.353;930;1.706;2.933;2.272;;325;;;;;;;;;;;;
26;2212;słupski;89;75.627;57.630;27.593;30.037;17;496;16;16;2;-;-;-;14;30.046;14;-;30.046;1.322;983;328;-;28.724;7.838;9.317;1.238;1.231;1.358;2.834;2.539;2.062;;307;;;;;;;;;;;;
25;2213;starogardzki;95;97.042;74.607;30.248;44.359;22;254;13;13;-;-;-;-;13;44.362;13;1;44.361;1.633;1.140;455;-;42.728;16.298;10.939;1.481;1.657;3.098;3.055;3.487;2.371;;342;;;;;;;;;;;;
25;2214;tczewski;77;87.979;67.296;27.260;40.037;21;174;13;13;1;-;-;-;12;40.040;12;3;40.037;1.304;972;275;-;38.733;13.090;12.359;1.559;1.899;1.584;2.312;3.240;2.431;;259;;;;;;;;;;;;
26;2215;wejherowski;118;154.290;117.078;34.903;82.175;33;401;47;46;2;-;-;-;44;82.197;44;1;82.196;2.482;1.729;707;-;79.714;25.888;25.390;3.327;3.923;2.170;4.685;7.319;6.410;;602;;;;;;;;;;;;
25;2216;sztumski;41;33.869;26.350;14.310;12.040;6;51;2;1;-;-;-;-;1;12.038;1;-;12.038;543;361;133;-;11.495;3.224;3.143;424;544;1.555;911;958;623;;113;;;;;;;;;;;;
25;2261;Gdańsk;226;358.090;274.238;55.125;219.071;81;3.647;202;188;6;-;2;1;180;219.181;180;8;219.173;2.646;1.574;998;-;216.527;60.812;82.117;8.819;11.576;1.822;13.003;13.634;23.692;;1.052;;;;;;;;;;;;
26;2262;Gdynia;121;191.818;150.441;30.989;119.432;75;1.509;147;137;12;-;1;1;123;119.527;123;88;119.439;1.662;994;609;-;117.777;30.179;44.042;5.366;5.787;1.177;7.957;8.801;13.813;;655;;;;;;;;;;;;
26;2263;Słupsk;47;73.001;56.369;19.796;36.573;20;222;21;20;-;1;-;-;19;36.574;19;3;36.571;748;490;250;-;35.823;10.136;12.272;1.599;1.575;497;3.914;2.433;3.051;;346;;;;;;;;;;;;
25;2264;Sopot;22;30.566;23.284;3.627;19.656;27;777;40;37;-;1;-;-;36;19.687;36;1;19.686;220;131;76;-;19.466;5.136;7.777;780;877;128;1.189;978;2.527;;74;;;;;;;;;;;;
26;2298;Statki (Gdynia);2;34;34;-;34;-;1;-;-;-;-;-;-;-;34;-;-;34;4;2;2;-;30;3;16;3;2;1;2;1;2;;-;;;;;;;;;;;;
25;2299;Statki (Gdańsk);3;132;155;23;132;-;18;-;-;-;-;-;-;-;132;-;-;132;3;2;1;-;129;34;26;2;15;3;9;22;18;;-;;;;;;;;;;;;
32;2401;będziński;106;121.711;92.979;30.284;62.694;21;249;27;26;2;-;-;-;24;62.706;24;2;62.704;1.460;1.075;355;-;61.244;16.521;15.177;2.801;2.990;1.103;9.627;6.346;6.679;;;;;;;;;;;;;;
27;2402;bielski;94;127.561;99.027;24.754;74.273;48;461;40;38;-;-;-;3;35;74.286;35;6;74.280;1.661;1.196;448;-;72.619;28.814;17.194;2.687;3.389;3.428;4.255;6.689;6.163;;;;;;;;;;;;;;
27;2403;cieszyński;127;141.556;110.275;34.730;75.545;60;1.060;72;70;1;-;-;-;69;75.584;69;-;75.584;1.900;1.307;548;-;73.684;25.284;19.646;2.906;3.338;2.501;6.845;7.219;5.945;;;;;;;;;;;;;;
28;2404;częstochowski;120;111.188;84.993;31.966;53.027;30;229;17;17;-;-;-;-;17;53.035;17;3;53.032;1.740;1.254;454;-;51.292;19.091;8.716;1.966;2.094;3.411;5.378;6.803;3.426;;273;;;;134;;;;;;;;
29;2405;gliwicki;76;91.240;69.384;25.659;43.725;9;159;7;6;-;-;-;-;6;43.720;6;-;43.720;1.286;901;348;-;42.434;14.392;11.281;1.674;2.036;1.952;2.435;5.179;3.272;;;;;;213;;;;;;;;
28;2406;kłobucki;71;70.075;53.221;20.954;32.259;19;156;7;7;-;-;-;-;7;32.256;7;1;32.255;1.118;863;236;-;31.137;11.526;5.047;1.134;1.336;4.204;2.708;3.456;1.462;;186;;;;78;;;;;;;;
28;2407;lubliniecki;60;62.683;48.523;19.661;28.861;20;192;12;11;-;-;-;-;11;28.863;11;1;28.862;910;644;241;-;27.952;11.377;6.342;907;1.073;1.226;1.404;3.801;1.545;;179;;;;98;;;;;;;;
30;2408;mikołowski;70;75.491;57.387;14.479;42.908;30;147;31;28;1;-;-;-;27;42.928;27;-;42.928;888;622;214;-;42.040;15.972;10.442;1.405;1.948;638;2.018;4.745;3.468;;;;1.292;;112;;;;;;;;
28;2409;myszkowski;55;58.501;44.575;17.652;26.923;18;195;13;11;-;-;-;-;11;26.931;11;1;26.930;773;541;193;-;26.157;9.583;5.264;927;1.315;1.512;2.924;2.791;1.560;;216;;;;65;;;;;;;;
27;2410;pszczyński;76;85.063;66.419;16.881;49.537;19;272;9;9;-;-;-;-;9;49.530;9;5;49.525;1.144;720;395;-;48.381;22.575;9.319;1.658;2.434;1.343;2.201;5.261;3.590;;;;;;;;;;;;;;
30;2411;raciborski;71;86.789;66.958;30.873;36.084;22;146;17;17;1;-;-;-;16;36.099;16;-;36.099;1.183;918;231;-;34.916;10.901;11.274;1.172;1.492;726;1.771;2.997;2.185;;;;2.317;;81;;;;;;;;
30;2412;rybnicki;48;60.365;45.449;13.977;31.472;9;57;29;28;1;-;-;-;27;31.494;27;-;31.494;933;661;270;-;30.561;13.631;6.523;1.011;1.248;585;1.519;3.491;1.621;;;;875;;57;;;;;;;;
29;2413;tarnogórski;93;111.132;85.264;28.345;56.919;24;232;46;46;-;-;-;-;46;56.957;45;1;56.956;1.383;959;375;-;55.573;19.730;14.637;2.078;2.793;2.116;3.097;5.905;4.975;;;;;;242;;;;;;;;
31;2414;bieruńsko-lędziński;41;46.029;35.048;9.036;26.011;29;112;15;15;-;-;-;-;15;26.027;15;20;26.007;659;414;234;-;25.348;12.414;4.537;967;1.299;332;961;2.813;1.392;;;;633;;;;;;;;;;
30;2415;wodzisławski;99;124.124;94.559;29.982;64.577;32;209;38;37;-;-;2;-;35;64.585;35;2;64.583;1.805;1.279;470;-;62.778;26.226;14.599;1.944;2.611;1.611;3.616;7.238;3.221;;;;1.524;;188;;;;;;;;
32;2416;zawierciański;103;99.314;75.489;26.808;48.681;30;276;17;17;1;-;-;-;16;48.691;16;-;48.691;1.138;891;221;-;47.553;15.992;11.526;1.641;2.030;3.015;4.875;5.825;2.649;;;;;;;;;;;;;;
27;2417;żywiecki;111;122.165;95.106;30.203;64.903;68;550;20;20;2;1;-;-;17;64.894;17;1;64.893;1.982;1.413;488;-;62.911;31.565;11.733;1.847;2.652;2.762;3.114;5.703;3.535;;;;;;;;;;;;;;
27;2461;Bielsko-Biała;80;136.003;106.831;26.049;80.778;32;587;95;92;1;1;-;-;91;80.819;91;15;80.804;1.111;708;395;-;79.693;28.092;21.614;3.459;3.975;1.499;5.707;6.698;8.649;;;;;;;;;;;;;;
29;2462;Bytom;80;128.087;98.585;39.152;59.433;21;228;43;41;3;-;-;1;37;59.457;37;-;59.457;1.360;967;370;-;58.097;17.420;15.746;2.640;2.938;1.349;4.557;8.628;4.521;;;;;;298;;;;;;;;
31;2463;Chorzów;64;84.759;65.370;23.356;42.012;23;151;115;114;12;-;-;-;102;42.111;102;1;42.110;849;581;222;-;41.261;10.953;13.114;1.812;2.440;349;2.848;4.649;3.463;;;;1.633;;;;;;;;;;
28;2464;Częstochowa;136;184.337;140.453;39.027;101.422;44;662;115;111;11;-;1;1;98;101.499;98;-;101.499;1.403;910;447;-;100.096;33.196;24.211;3.691;4.293;1.446;13.891;10.670;7.949;;524;;;;225;;;;;;;;
32;2465;Dąbrowa Górnicza;67;99.034;76.239;24.497;51.742;13;186;18;15;2;-;-;-;13;51.743;13;-;51.743;852;586;238;-;50.891;14.456;12.812;2.611;2.460;483;7.905;4.941;5.223;;;;;;;;;;;;;;
29;2466;Gliwice;120;144.230;111.411;32.270;79.141;47;461;81;75;20;-;-;-;55;79.170;55;-;79.170;1.363;835;480;-;77.807;21.347;24.521;3.106;4.248;1.032;6.108;7.913;9.255;;;;;;277;;;;;;;;
30;2467;Jastrzębie-Zdrój;45;71.566;54.935;16.423;38.503;12;103;8;8;-;-;-;-;8;38.503;8;-;38.503;904;603;243;-;37.599;17.152;7.410;1.215;1.531;455;2.653;5.086;1.601;;;;415;;81;;;;;;;;
32;2468;Jaworzno;46;74.586;56.886;18.338;38.548;21;145;29;29;2;-;-;-;27;38.568;27;2;38.566;836;544;263;-;37.730;13.045;9.517;1.493;1.916;1.117;3.481;4.187;2.974;;;;;;;;;;;;;;
31;2469;Katowice;169;239.517;186.950;49.772;137.157;51;1.258;166;155;6;-;1;-;148;137.261;148;2;137.259;2.161;1.323;761;-;135.098;39.255;42.028;5.723;7.498;1.454;9.902;11.280;14.841;;;;3.117;;;;;;;;;;
31;2470;Mysłowice;41;58.211;45.060;13.604;31.456;9;95;27;25;-;-;-;-;25;31.473;25;6;31.467;686;476;191;-;30.781;10.779;8.884;1.092;1.612;308;2.135;3.179;2.103;;;;689;;;;;;;;;;
31;2471;Piekary Śląskie;32;44.813;34.438;11.728;22.710;14;127;12;12;1;-;-;-;11;22.716;11;13;22.703;569;383;163;-;22.134;8.727;5.493;830;1.368;183;1.248;2.100;1.434;;;;751;;;;;;;;;;
31;2472;Ruda Śląska;78;109.992;83.794;27.518;56.276;19;181;26;26;1;-;-;-;25;56.288;25;1;56.287;1.293;930;340;-;54.994;20.607;13.806;2.069;2.713;407;3.551;6.849;3.384;;;;1.608;;;;;;;;;;
30;2473;Rybnik;70;108.789;83.837;25.469;58.367;18;254;24;23;-;-;-;-;23;58.382;23;3;58.379;1.199;811;317;-;57.180;21.467;14.705;1.933;2.909;739;4.006;6.418;3.694;;;;1.174;;135;;;;;;;;
31;2474;Siemianowice Śląskie;40;53.851;41.617;13.944;27.671;7;97;15;15;1;-;-;-;14;27.683;14;-;27.683;616;453;154;-;27.067;7.433;8.311;1.181;1.595;307;2.178;2.659;2.407;;;;996;;;;;;;;;;
32;2475;Sosnowiec;117;170.246;129.201;40.518;88.683;20;430;72;69;4;2;-;-;63;88.728;63;2;88.726;1.501;965;442;-;87.225;24.396;23.723;4.106;4.286;969;13.886;7.862;7.997;;;;;;;;;;;;;;
31;2476;Świętochłowice;26;39.775;30.430;12.324;18.105;6;45;11;10;-;2;-;-;8;18.111;8;-;18.111;401;288;91;-;17.710;5.611;5.271;773;965;192;1.243;1.928;1.138;;;;589;;;;;;;;;;
31;2477;Tychy;67;100.823;77.220;19.503;57.716;17;257;43;39;-;-;-;-;39;57.750;39;-;57.750;953;636;315;-;56.797;19.588;15.214;2.339;3.313;532;3.771;5.887;5.429;;;;724;;;;;;;;;;
29;2478;Zabrze;91;137.082;105.148;43.968;61.180;31;325;29;29;3;-;-;-;26;61.202;26;-;61.202;1.446;944;483;-;59.756;16.695;18.945;2.683;2.934;893;4.966;8.168;4.099;;;;;;373;;;;;;;;
30;2479;Żory;33;47.067;35.846;10.267;25.579;1;96;10;8;-;-;-;-;8;25.582;8;-;25.582;693;471;183;-;24.889;9.450;5.235;989;1.397;443;1.618;2.819;2.551;;;;331;;56;;;;;;;;
33;2601;buski;63;61.553;47.640;20.573;27.067;53;906;16;16;-;-;-;-;16;27.078;16;-;27.078;864;591;254;-;26.214;11.556;4.044;633;968;3.858;1.743;2.137;946;87;111;;;48;83;;;;;;;;
33;2602;jędrzejowski;75;71.295;54.428;23.180;31.248;18;196;7;7;-;-;-;-;7;31.252;7;-;31.252;1.044;786;224;-;30.208;14.731;4.025;839;1.011;3.458;2.069;2.733;1.031;100;109;;;39;63;;;;;;;;
33;2603;kazimierski;31;28.944;22.139;11.594;10.545;12;81;3;3;1;-;-;-;2;10.542;2;-;10.542;329;227;96;-;10.213;4.135;1.174;253;292;2.102;853;1.042;260;30;37;;;11;24;;;;;;;;
33;2604;kielecki;183;166.939;127.692;46.963;80.728;80;424;15;14;1;-;-;-;13;80.724;13;3;80.721;2.768;1.981;657;-;77.953;37.891;10.525;2.029;3.323;7.558;4.549;7.483;3.433;453;303;;;67;339;;;;;;;;
33;2605;konecki;74;68.606;52.528;21.983;30.545;47;211;7;7;-;-;-;-;7;30.550;7;-;30.550;1.110;797;288;-;29.440;14.451;4.435;689;1.035;2.180;2.714;2.441;1.092;158;121;;;20;104;;;;;;;;
33;2606;opatowski;53;44.797;34.352;14.676;19.676;37;110;10;10;-;-;-;-;10;19.682;10;-;19.682;932;605;320;-;18.750;7.705;1.969;439;539;4.483;1.096;1.848;396;136;84;;;22;33;;;;;;;;
33;2607;ostrowiecki;78;92.392;71.441;31.770;39.671;34;174;8;7;-;-;-;-;7;39.667;7;-;39.667;1.335;924;389;-;38.332;13.860;8.181;1.237;1.493;2.748;4.357;4.161;1.865;166;164;;;45;55;;;;;;;;
33;2608;pińczowski;35;34.181;26.284;12.470;13.814;11;106;8;6;-;-;-;-;6;13.818;6;-;13.818;376;265;98;-;13.442;5.772;2.262;405;558;1.689;1.153;1.048;407;56;47;;;26;19;;;;;;;;
33;2609;sandomierski;62;65.837;50.600;22.700;27.900;47;223;6;6;-;-;-;-;6;27.900;6;-;27.900;902;611;267;-;26.998;11.443;4.096;705;1.105;4.111;1.884;2.462;847;195;88;;;17;45;;;;;;;;
33;2610;skarżyski;57;64.218;49.460;19.119;30.341;33;152;19;18;1;1;-;-;16;30.352;16;-;30.352;767;575;167;-;29.585;12.282;7.130;953;1.110;1.232;2.259;2.842;1.430;107;125;;;48;67;;;;;;;;
33;2611;starachowicki;67;75.733;58.464;23.689;34.775;47;156;12;9;-;-;-;-;9;34.774;9;2;34.772;994;690;274;-;33.778;14.390;6.323;897;1.476;2.002;2.744;3.779;1.782;160;135;;;34;56;;;;;;;;
33;2612;staszowski;69;59.956;46.400;20.047;26.353;17;176;4;4;-;-;-;-;4;26.356;4;-;26.356;909;623;265;-;25.447;12.464;3.038;655;1.112;3.495;1.443;2.120;848;109;86;;;17;60;;;;;;;;
33;2613;włoszczowski;41;37.907;29.088;11.811;17.277;13;116;1;1;-;-;-;-;1;17.269;1;-;17.269;671;434;181;-;16.598;7.849;1.751;374;737;2.608;914;1.725;452;69;68;;;17;34;;;;;;;;
33;2661;Kielce;95;158.863;123.932;31.099;92.832;31;606;60;55;6;-;-;-;49;92.836;49;1;92.835;1.103;636;418;-;91.732;32.123;21.913;2.998;4.636;3.050;9.102;8.294;8.571;518;314;;;37;176;;;;;;;;
34;2801;bartoszycki;43;49.386;38.039;18.639;19.400;17;248;15;14;1;-;-;-;13;19.407;13;-;19.407;713;580;117;-;18.694;5.851;6.904;574;698;869;1.290;1.568;697;123;120;;;;;;;;;;;;
34;2802;braniewski;36;34.284;26.370;12.707;13.663;12;70;13;13;-;-;-;-;13;13.675;13;-;13.675;529;404;124;-;13.146;3.731;4.153;515;566;1.251;1.055;1.081;608;106;80;;;;;;;;;;;;
34;2803;działdowski;55;52.394;40.156;19.855;20.300;13;96;7;7;-;-;-;-;7;20.306;7;3;20.303;929;707;208;-;19.374;7.110;4.420;778;715;1.518;2.232;1.522;845;133;101;;;;;;;;;;;;
34;2804;elbląski;43;46.056;35.108;18.442;16.666;12;108;6;6;1;-;-;-;5;16.667;5;-;16.667;676;519;150;-;15.991;4.719;4.960;639;774;1.217;982;1.405;1.016;156;123;;;;;;;;;;;;
